task,PPnr,conjunction_single,match_mismatch,trial,acc_conj,RT_conj,acc_sing,RT_sing
no_gap,R_3dYB6FtZaYKmnQI,conj,mm,sim_conj_gs_mm_2,1,0.764,1,0.709
no_gap,R_3dYB6FtZaYKmnQI,conj,mm,sim_conj_rd_mm_1,1,0.662,1,1.452
no_gap,R_3dYB6FtZaYKmnQI,conj,mm,sim_conj_rd_mm_2,1,0.676,1,0.813
no_gap,R_3dYB6FtZaYKmnQI,conj,mm,sim_conj_rs_mm_1,1,0.814,1,0.704
no_gap,R_3dYB6FtZaYKmnQI,conj,mm,sim_conj_rs_mm_2,1,0.801,1,0.726
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_gd_m_1,1,0.464,1,0.441
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_gd_m_2,1,0.512,0,0.424
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_gs_m_1,1,0.465,1,0.395
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_gs_m_2,1,0.425,1,0.499
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_rd_m_1,1,0.516,0,1.15
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_rd_m_2,1,0.406,1,0.527
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_rs_m_1,1,0.381,1,1.309
gap,R_3dYRf1LJJY5sNDQ,conj,m,sim_conj_rs_m_2,1,0.574,0,1.97
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_gd_mm_1,1,0.712,1,0.721
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_gd_mm_2,1,0.511,1,0.663
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_gs_mm_1,1,0.744,1,0.754
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_gs_mm_2,1,0.643,1,0.565
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_rd_mm_1,1,0.633,1,0.554
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_rd_mm_2,1,0.748,1,1.338
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_rs_mm_1,1,0.577,1,1.049
gap,R_3dYRf1LJJY5sNDQ,conj,mm,sim_conj_rs_mm_2,1,0.713,1,0.834
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_gd_m_1,1,0.54,1,0.44
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_gd_m_2,1,0.485,1,0.687
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_gs_m_1,1,0.563,1,0.72
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_gs_m_2,1,0.434,1,1.011
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_rd_m_1,1,0.687,1,0.442
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_rd_m_2,0,0.605,1,0.887
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_rs_m_1,1,0.466,1,0.43
gap,R_3dYYZ1eB57mzvcP,conj,m,sim_conj_rs_m_2,1,0.455,1,0.578
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_gd_mm_1,1,0.668,1,0.475
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_gd_mm_2,1,2.865,1,0.673
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_gs_mm_1,1,0.461,1,0.591
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_gs_mm_2,1,0.987,1,0.78
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_rd_mm_1,1,1.071,1,0.5
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_rd_mm_2,1,0.59,1,0.518
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_rs_mm_1,1,0.699,1,0.537
gap,R_3dYYZ1eB57mzvcP,conj,mm,sim_conj_rs_mm_2,1,0.535,1,0.666
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_gd_m_1,1,0.709,1,1.355
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_gd_m_2,1,1.137,1,1.184
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_gs_m_1,1,1.349,1,0.916
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_gs_m_2,1,0.887,1,1.008
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_rd_m_1,1,0.816,1,2.116
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_rd_m_2,1,0.973,1,0.923
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_rs_m_1,1,1.078,1,1.072
gap,R_3E9zqUUokucmyvi,conj,m,sim_conj_rs_m_2,1,1.036,1,1.734
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_gd_mm_1,1,0.93,1,1.068
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_gd_mm_2,1,0.812,1,1.334
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_gs_mm_1,0,1.651,1,0.702
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_gs_mm_2,0,17.137,1,1.433
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_rd_mm_1,1,1.566,0,1.692
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_rd_mm_2,1,1.035,1,1.253
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_rs_mm_1,0,1.485,0,2.665
gap,R_3E9zqUUokucmyvi,conj,mm,sim_conj_rs_mm_2,0,17.984,1,1.349
no_gap,R_3ekQwKF3mgu5b6t,conj,m,sim_conj_gd_m_1,1,0.487,1,0.424
no_gap,R_3ekQwKF3mgu5b6t,conj,m,sim_conj_gd_m_2,1,0.697,1,0.533
no_gap,R_3ekQwKF3mgu5b6t,conj,m,sim_conj_gs_m_1,1,0.475,1,0.504
no_gap,R_3ekQwKF3mgu5b6t,conj,m,sim_conj_gs_m_2,1,0.673,1,0.608
no_gap,R_3ekQwKF3mgu5b6t,conj,m,sim_conj_rd_m_1,0,0.574,1,0.528
no_gap,R_3ekQwKF3mgu5b6t,conj,m,sim_conj_rd_m_2,1,0.562,1,0.598
no_gap,R_3ekQwKF3mgu5b6t,conj,m,sim_conj_rs_m_1,1,0.499,1,0.606
no_gap,R_3ekQwKF3mgu5b6t,conj,m,sim_conj_rs_m_2,1,0.459,1,0.548
no_gap,R_3ekQwKF3mgu5b6t,conj,mm,sim_conj_gd_mm_1,1,0.66,0,1.368
no_gap,R_3ekQwKF3mgu5b6t,conj,mm,sim_conj_gd_mm_2,1,1.39,1,0.648
no_gap,R_3ekQwKF3mgu5b6t,conj,mm,sim_conj_gs_mm_1,1,0.646,1,0.636
no_gap,R_3ekQwKF3mgu5b6t,conj,mm,sim_conj_gs_mm_2,1,0.661,1,0.861
no_gap,R_3ekQwKF3mgu5b6t,conj,mm,sim_conj_rd_mm_1,1,0.703,1,0.575
no_gap,R_3ekQwKF3mgu5b6t,conj,mm,sim_conj_rd_mm_2,1,0.735,1,0.804
no_gap,R_3ekQwKF3mgu5b6t,conj,mm,sim_conj_rs_mm_1,1,0.819,1,0.61
no_gap,R_3ekQwKF3mgu5b6t,conj,mm,sim_conj_rs_mm_2,1,0.686,1,0.728
no_gap,R_3emJvrH8C0R8XAf,conj,m,sim_conj_gd_m_1,1,0.556,1,0.594
no_gap,R_3emJvrH8C0R8XAf,conj,m,sim_conj_gd_m_2,1,1.161,0,0.997
no_gap,R_3emJvrH8C0R8XAf,conj,m,sim_conj_gs_m_1,1,0.866,1,0.632
no_gap,R_3emJvrH8C0R8XAf,conj,m,sim_conj_gs_m_2,1,1.209,1,0.897
no_gap,R_3emJvrH8C0R8XAf,conj,m,sim_conj_rd_m_1,1,1.647,1,0.957
no_gap,R_3emJvrH8C0R8XAf,conj,m,sim_conj_rd_m_2,1,1.236,1,0.56
no_gap,R_3emJvrH8C0R8XAf,conj,m,sim_conj_rs_m_1,1,1.572,0,0.72
no_gap,R_3emJvrH8C0R8XAf,conj,m,sim_conj_rs_m_2,1,0.93,1,0.981
no_gap,R_3emJvrH8C0R8XAf,conj,mm,sim_conj_gd_mm_1,1,1.06,1,2.032
no_gap,R_3emJvrH8C0R8XAf,conj,mm,sim_conj_gd_mm_2,1,1.252,1,1.046
no_gap,R_3emJvrH8C0R8XAf,conj,mm,sim_conj_gs_mm_1,1,1.562,1,0.753
no_gap,R_3emJvrH8C0R8XAf,conj,mm,sim_conj_gs_mm_2,1,0.902,1,0.747
no_gap,R_3emJvrH8C0R8XAf,conj,mm,sim_conj_rd_mm_1,1,0.978,1,1.657
no_gap,R_3emJvrH8C0R8XAf,conj,mm,sim_conj_rd_mm_2,1,0.65,1,0.988
no_gap,R_3emJvrH8C0R8XAf,conj,mm,sim_conj_rs_mm_1,1,0.762,1,0.817
no_gap,R_3emJvrH8C0R8XAf,conj,mm,sim_conj_rs_mm_2,1,1.362,1,1.707
no_gap,R_3EnIpSKfpoFxj4q,conj,m,sim_conj_gd_m_1,1,0.463,1,1.669
no_gap,R_3EnIpSKfpoFxj4q,conj,m,sim_conj_gd_m_2,1,0.389,1,0.676
no_gap,R_3EnIpSKfpoFxj4q,conj,m,sim_conj_gs_m_1,1,1.077,1,1.292
no_gap,R_3EnIpSKfpoFxj4q,conj,m,sim_conj_gs_m_2,1,1.287,1,3.038
no_gap,R_3EnIpSKfpoFxj4q,conj,m,sim_conj_rd_m_1,1,1.148,1,2.649
no_gap,R_3EnIpSKfpoFxj4q,conj,m,sim_conj_rd_m_2,1,1.265,0,1.005
no_gap,R_3EnIpSKfpoFxj4q,conj,m,sim_conj_rs_m_1,1,2.858,0,1.89
no_gap,R_3EnIpSKfpoFxj4q,conj,m,sim_conj_rs_m_2,1,1.238,1,1.332
no_gap,R_3EnIpSKfpoFxj4q,conj,mm,sim_conj_gd_mm_1,0,7.041,1,3.475
no_gap,R_3EnIpSKfpoFxj4q,conj,mm,sim_conj_gd_mm_2,0,8.98,1,0.601
no_gap,R_3EnIpSKfpoFxj4q,conj,mm,sim_conj_gs_mm_1,1,0.998,1,1.92
no_gap,R_3EnIpSKfpoFxj4q,conj,mm,sim_conj_gs_mm_2,1,0.941,1,2.863
no_gap,R_3EnIpSKfpoFxj4q,conj,mm,sim_conj_rd_mm_1,1,0.521,1,1.481
no_gap,R_3EnIpSKfpoFxj4q,conj,mm,sim_conj_rd_mm_2,1,0.7,1,2.041
no_gap,R_3EnIpSKfpoFxj4q,conj,mm,sim_conj_rs_mm_1,1,1.643,0,3.94
no_gap,R_3EnIpSKfpoFxj4q,conj,mm,sim_conj_rs_mm_2,1,1.266,1,2.1
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_gd_m_1,1,0.426,1,0.407
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_gd_m_2,1,0.403,1,0.615
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_gs_m_1,1,1.959,1,0.388
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_gs_m_2,1,0.516,1,0.456
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_rd_m_1,1,0.3,1,0.361
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_rd_m_2,1,0.516,1,0.586
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_rs_m_1,1,0.314,1,0.344
gap,R_3EXNIE6ibfayydJ,conj,m,sim_conj_rs_m_2,1,0.345,1,0.427
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_gd_mm_1,1,0.565,1,0.622
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_gd_mm_2,1,0.499,1,0.629
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_gs_mm_1,1,0.548,1,0.438
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_gs_mm_2,1,0.472,1,0.517
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_rd_mm_1,1,0.543,1,0.471
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_rd_mm_2,1,0.438,1,0.572
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_rs_mm_1,1,0.533,1,0.464
gap,R_3EXNIE6ibfayydJ,conj,mm,sim_conj_rs_mm_2,1,0.384,1,0.508
no_gap,R_3F4Nuu63mcg282m,conj,m,sim_conj_gd_m_1,0,1.904,1,1.018
no_gap,R_3F4Nuu63mcg282m,conj,m,sim_conj_gd_m_2,1,0.896,1,5.243
no_gap,R_3F4Nuu63mcg282m,conj,m,sim_conj_gs_m_1,0,1.537,0,1.705
no_gap,R_3F4Nuu63mcg282m,conj,m,sim_conj_gs_m_2,1,16.286,1,1.16
no_gap,R_3F4Nuu63mcg282m,conj,m,sim_conj_rd_m_1,1,0.903,1,1.914
no_gap,R_3F4Nuu63mcg282m,conj,m,sim_conj_rd_m_2,1,1,1,0.927
no_gap,R_3F4Nuu63mcg282m,conj,m,sim_conj_rs_m_1,1,2.059,1,0.775
no_gap,R_3F4Nuu63mcg282m,conj,m,sim_conj_rs_m_2,1,0.966,1,1.776
no_gap,R_3F4Nuu63mcg282m,conj,mm,sim_conj_gd_mm_1,1,1.598,1,1.552
no_gap,R_3F4Nuu63mcg282m,conj,mm,sim_conj_gd_mm_2,1,1.219,1,1.21
no_gap,R_3F4Nuu63mcg282m,conj,mm,sim_conj_gs_mm_1,1,2.147,1,1.327
no_gap,R_3F4Nuu63mcg282m,conj,mm,sim_conj_gs_mm_2,1,0.778,1,1.685
no_gap,R_3F4Nuu63mcg282m,conj,mm,sim_conj_rd_mm_1,1,19.616,1,0.968
no_gap,R_3F4Nuu63mcg282m,conj,mm,sim_conj_rd_mm_2,1,1.531,1,1.337
no_gap,R_3F4Nuu63mcg282m,conj,mm,sim_conj_rs_mm_1,1,1.328,1,0.34
no_gap,R_3F4Nuu63mcg282m,conj,mm,sim_conj_rs_mm_2,1,1.265,1,0.904
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_gd_m_1,1,0.387,1,0.489
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_gd_m_2,1,0.487,0,0.516
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_gs_m_1,1,0.438,1,0.404
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_gs_m_2,1,0.399,1,0.685
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_rd_m_1,1,0.646,1,0.88
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_rd_m_2,1,0.457,1,0.426
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_rs_m_1,0,0.643,1,0.532
gap,R_3F54OWKljGjDYun,conj,m,sim_conj_rs_m_2,1,1.222,1,0.532
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_gd_mm_1,1,0.787,1,0.547
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_gd_mm_2,1,0.633,1,0.949
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_gs_mm_1,1,0.614,1,0.444
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_gs_mm_2,1,0.508,1,0.406
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_rd_mm_1,1,0.621,1,0.786
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_rd_mm_2,1,0.628,1,0.527
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_rs_mm_1,1,0.569,1,0.495
gap,R_3F54OWKljGjDYun,conj,mm,sim_conj_rs_mm_2,1,0.498,1,0.896
no_gap,R_3fekyhJ51vsHhVz,conj,m,sim_conj_gd_m_1,1,0.73,1,0.406
no_gap,R_3fekyhJ51vsHhVz,conj,m,sim_conj_gd_m_2,1,0.701,1,0.767
no_gap,R_3fekyhJ51vsHhVz,conj,m,sim_conj_gs_m_1,1,0.489,1,0.384
no_gap,R_3fekyhJ51vsHhVz,conj,m,sim_conj_gs_m_2,1,0.565,1,0.445
no_gap,R_3fekyhJ51vsHhVz,conj,m,sim_conj_rd_m_1,1,0.77,1,1.46
no_gap,R_3fekyhJ51vsHhVz,conj,m,sim_conj_rd_m_2,1,0.589,1,0.543
no_gap,R_3fekyhJ51vsHhVz,conj,m,sim_conj_rs_m_1,1,0.796,1,0.748
no_gap,R_3fekyhJ51vsHhVz,conj,m,sim_conj_rs_m_2,1,0.692,1,0.459
no_gap,R_3fekyhJ51vsHhVz,conj,mm,sim_conj_gd_mm_1,1,0.522,1,0.988
no_gap,R_3fekyhJ51vsHhVz,conj,mm,sim_conj_gd_mm_2,1,0.684,0,1.107
no_gap,R_3fekyhJ51vsHhVz,conj,mm,sim_conj_gs_mm_1,1,0.79,1,0.641
no_gap,R_3fekyhJ51vsHhVz,conj,mm,sim_conj_gs_mm_2,1,0.45,1,0.65
no_gap,R_3fekyhJ51vsHhVz,conj,mm,sim_conj_rd_mm_1,1,0.533,1,0.612
no_gap,R_3fekyhJ51vsHhVz,conj,mm,sim_conj_rd_mm_2,1,0.687,1,0.932
no_gap,R_3fekyhJ51vsHhVz,conj,mm,sim_conj_rs_mm_1,1,0.753,1,0.49
no_gap,R_3fekyhJ51vsHhVz,conj,mm,sim_conj_rs_mm_2,1,0.727,1,0.534
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_gd_m_1,0,2.444,1,1.191
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_gd_m_2,1,1.264,1,0.962
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_gs_m_1,1,1.11,1,0.768
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_gs_m_2,1,1.627,1,0.863
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_rd_m_1,1,1.001,1,0.678
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_rd_m_2,1,0.857,1,0.715
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_rs_m_1,1,0.649,1,0.627
gap,R_3fftJphDI5wp8jD,conj,m,sim_conj_rs_m_2,1,0.943,1,0.821
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_gd_mm_1,1,0.868,1,1.351
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_gd_mm_2,1,1.182,1,1.131
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_gs_mm_1,1,1.873,1,0.793
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_gs_mm_2,1,2.283,1,1.064
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_rd_mm_1,1,1.242,1,0.569
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_rd_mm_2,0,2.358,1,0.502
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_rs_mm_1,1,1.64,1,1.11
gap,R_3fftJphDI5wp8jD,conj,mm,sim_conj_rs_mm_2,1,1.245,1,1.023
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_gd_m_1,1,0.732,1,0.478
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_gd_m_2,1,0.474,1,0.674
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_gs_m_1,1,0.439,1,0.514
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_gs_m_2,1,0.498,1,0.868
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_rd_m_1,1,0.868,1,0.692
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_rd_m_2,1,0.499,1,1.246
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_rs_m_1,1,0.475,1,0.806
gap,R_3fIafKngtt8LCdv,conj,m,sim_conj_rs_m_2,1,1.011,1,0.645
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_gd_mm_1,1,0.881,1,0.552
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_gd_mm_2,1,0.934,0,0.67
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_gs_mm_1,1,0.733,1,0.448
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_gs_mm_2,1,0.682,1,1.706
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_rd_mm_1,1,0.872,1,0.594
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_rd_mm_2,1,1.02,1,1.197
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_rs_mm_1,1,0.596,1,0.547
gap,R_3fIafKngtt8LCdv,conj,mm,sim_conj_rs_mm_2,1,0.928,1,0.481
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_gd_m_1,1,1.165,1,0.584
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_gd_m_2,1,0.453,1,0.446
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_gs_m_1,1,0.381,1,0.589
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_gs_m_2,1,0.572,1,0.425
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_rd_m_1,1,0.443,1,0.427
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_rd_m_2,1,0.408,1,0.477
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_rs_m_1,0,0.668,1,0.411
gap,R_3G3aqKAxalampJB,conj,m,sim_conj_rs_m_2,1,0.467,1,0.636
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_gd_mm_1,1,0.901,1,0.443
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_gd_mm_2,1,0.447,1,0.625
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_gs_mm_1,0,0.556,1,0.587
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_gs_mm_2,1,0.418,1,0.453
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_rd_mm_1,1,0.473,1,0.396
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_rd_mm_2,1,0.623,1,0.561
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_rs_mm_1,1,0.59,1,0.771
gap,R_3G3aqKAxalampJB,conj,mm,sim_conj_rs_mm_2,1,0.43,1,0.477
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_gd_m_1,1,0.753,1,0.567
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_gd_m_2,1,0.7,1,1.069
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_gs_m_1,1,1.493,1,1.363
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_gs_m_2,1,0.95,1,0.431
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_rd_m_1,1,0.559,1,0.871
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_rd_m_2,1,0.515,1,1.452
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_rs_m_1,1,0.698,1,0.702
gap,R_3GfEE0tSJtpYpDK,conj,m,sim_conj_rs_m_2,1,0.617,0,1.286
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_gd_mm_1,1,0.642,1,0.83
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_gd_mm_2,1,0.789,1,1.583
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_gs_mm_1,1,1.051,1,0.93
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_gs_mm_2,1,0.785,1,0.808
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_rd_mm_1,1,1.137,1,1.301
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_rd_mm_2,1,0.818,1,0.651
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_rs_mm_1,1,1.268,1,0.697
gap,R_3GfEE0tSJtpYpDK,conj,mm,sim_conj_rs_mm_2,1,0.697,1,0.785
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_gd_m_1,1,1.469,1,0.489
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_gd_m_2,1,0.99,1,0.768
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_gs_m_1,1,0.484,1,0.508
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_gs_m_2,1,0.57,1,0.604
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_rd_m_1,1,0.792,1,0.493
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_rd_m_2,1,0.959,1,1.145
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_rs_m_1,0,1.218,1,0.543
gap,R_3gMLdLQylpAUOCz,conj,m,sim_conj_rs_m_2,1,0.438,1,0.618
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_gd_mm_1,1,0.623,1,0.647
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_gd_mm_2,1,0.469,1,0.738
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_gs_mm_1,1,0.537,1,0.454
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_gs_mm_2,1,0.907,1,0.769
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_rd_mm_1,1,0.469,1,0.543
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_rd_mm_2,1,0.455,0,0.645
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_rs_mm_1,1,1.19,1,0.749
gap,R_3gMLdLQylpAUOCz,conj,mm,sim_conj_rs_mm_2,1,0.496,1,0.761
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_gd_m_1,1,0.833,1,0.807
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_gd_m_2,1,4.193,0,1.131
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_gs_m_1,1,1.31,1,0.655
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_gs_m_2,1,0.657,1,0.544
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_rd_m_1,1,1.342,1,1.397
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_rd_m_2,1,5.174,1,0.591
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_rs_m_1,1,0.909,0,1.618
gap,R_3GrJEh3BPMqoUIE,conj,m,sim_conj_rs_m_2,1,0.789,1,0.48
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_gd_mm_1,1,0.96,0,4.721
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_gd_mm_2,1,0.49,0,0.755
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_gs_mm_1,1,0.993,1,0.906
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_gs_mm_2,1,0.933,1,0.877
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_rd_mm_1,1,0.965,1,0.809
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_rd_mm_2,1,1.227,1,1.01
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_rs_mm_1,1,0.748,1,0.712
gap,R_3GrJEh3BPMqoUIE,conj,mm,sim_conj_rs_mm_2,0,2.827,1,0.918
gap,R_3gSdxynZBUsA24l,conj,m,sim_conj_gd_m_1,1,1.541,1,0.446
gap,R_3gSdxynZBUsA24l,conj,m,sim_conj_gd_m_2,1,1.289,1,1.188
gap,R_3gSdxynZBUsA24l,conj,m,sim_conj_gs_m_1,1,0.817,1,0.536
gap,R_3gSdxynZBUsA24l,conj,m,sim_conj_gs_m_2,1,0.666,1,0.804
gap,R_3gSdxynZBUsA24l,conj,m,sim_conj_rd_m_1,1,0.918,1,0.783
gap,R_3gSdxynZBUsA24l,conj,m,sim_conj_rd_m_2,1,0.635,1,0.754
gap,R_3gSdxynZBUsA24l,conj,m,sim_conj_rs_m_1,1,1.291,1,1.073
gap,R_3gSdxynZBUsA24l,conj,m,sim_conj_rs_m_2,1,0.864,1,1.436
gap,R_3gSdxynZBUsA24l,conj,mm,sim_conj_gd_mm_1,1,0.722,1,0.616
